3680277,72983,126847,9,0,297,68.5625,58,60.37794377,0,106,28.9375,16.5,27.87240739,0,201,29.65625,3.5,43.39182626,0,269,65.65625,57,54.52270707,-134,106,-0.71875,-1.5,56.16284046,47,47,0,47,47,20,42,41,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
102175,0,11857,36,0,8,2.178571429,2,1.871851097,0,5,0.821428571,0.5,1.054025326,0,8,1.107142857,0,1.819326518,0,8,2.160714286,2,1.839805752,-8,5,-0.285714286,0,2.343031352,2,0,2,2,-2,28,153,13,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6142736,0,806252,20,0,2145,276.9611111,190,286.6058339,0,1931,170.6611111,109.5,227.4279657,0,805,66.17777778,0,127.0714653,0,1931,267.6388889,186.5,267.7545054,-558,1931,104.4833333,71.5,272.664374,558,558,0,558,558,7,114,38,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,166
2697640,79899,31005,9,2,39,14.5,14.5,9.59817691,0,39,6.625,2.5,9.745992766,0,23,4.0625,0.5,6.609356531,2,39,13.75,14,9.175374652,-21,39,2.5625,0.5,12.81097552,8,8,0,8,8,2,240,4,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
7564986,0,123241,12,0,13,3.6,2.5,4.004996879,0,13,3,1.5,3.687817783,0,4,0.6,0,1.280624847,0,13,3.6,2.5,4.004996879,-1,13,2.4,1,3.8,1,1,0,1,1,11,197,4,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5365996,40729,102442,9,0,642,121.1481481,54,154.8741912,0,432,63.18518519,37.5,88.91466447,0,520,57,0,137.895559,0,633,120.537037,54,154.1047879,-503,432,6.185185185,25,172.240688,0,0,0,0,0,0,124,17,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,43
2975849,0,41533,42,0,34,10.3,8,9.731906288,0,34,9.45,7,9.851268954,0,10,0.75,0,2.384848004,0,34,10.2,8,9.713907556,-4,34,8.7,7,10.4359954,9,4,5,8,-1,32,266,30,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
319720,65,11739,4,0,72,2.045977011,0,8.914547127,0,55,1.609195402,0,7.451538947,0,17,0.436781609,0,1.91606127,0,71,2,0,8.823948604,-3,44,1.172413793,0,6.238933921,0,0,0,0,0,17,26,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6074,20,225,6,2,3,2.5,2.5,0.5,0,3,1.5,1.5,1.5,0,2,1,1,1,2,3,2.5,2.5,0.5,-2,3,0.5,0.5,2.5,2,0,2,2,-2,38,44,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5365996,40729,102442,9,0,642,121.1481481,54,154.8741912,0,432,63.18518519,37.5,88.91466447,0,520,57,0,137.895559,0,633,120.537037,54,154.1047879,-503,432,6.185185185,25,172.240688,162,162,0,162,162,2,24,1582,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,72
1181430,0,2307,17,2,4,3,3,0.707106781,2,4,3,3,0.707106781,0,0,0,0,0,2,4,3,3,0.707106781,2,4,3,3,0.707106781,3,3,0,3,3,13,139,13,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3446583,0,92639,26,0,547,95.73214286,60,104.4539357,0,547,61.05357143,29.5,96.19946162,0,397,30,0,63.40487814,0,547,93.78571429,59.5,103.6087617,-354,547,31.05357143,14.5,124.2995259,60,4,11,55,-7,58,225,26,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
11884152,0,187243,1,0,379,86.7,62,103.0243175,0,121,51.7,58,37.56607512,0,297,35,0,88.75133802,0,357,84.4,61.5,96.8320195,-215,121,16.7,48,89.23009582,77,77,0,77,77,4,103,73,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,49
879585,11,49540,9,0,667,118.2222222,54,164.2909193,0,667,111.2592593,37,167.6518864,0,52,5.296296296,0,14.75432094,0,667,118.037037,54,164.3551893,-50,667,105.962963,37,171.6931978,20,20,0,20,20,3,89,53,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,232,50,182,223,-132,35,77,25,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7
156629,0,83726,57,8,46,27.33333333,28,15.52059564,8,46,27.33333333,28,15.52059564,0,0,0,0,0,8,46,27.33333333,28,15.52059564,8,46,27.33333333,28,15.52059564,8,8,0,8,8,19,175,2,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
742123,0,12619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,242,7,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12962625,1,545695,37,0,2183,203.8933333,82,371.2108322,0,2040,117.72,40,264.3891859,0,1344,75.05333333,0,198.7996575,0,2040,193.68,81,336.962754,-936,2040,42.66666667,16,317.4443083,625,67,558,569,-491,47,62,260,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15
103539,0,2888,38,1,45,12,6,14.72165999,1,40,8,4,10.65150438,0,37,4,0,10.50540986,1,42,11.72727273,6,14.1234229,-29,40,4,4,15.19569317,4,2,2,4,0,34,52,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2686581,0,41040,5,0,61,10.20833333,6.5,13.63811805,0,24,6.416666667,6,7.017339635,0,37,3.041666667,0,7.8871159,0,55,9.583333333,6.5,12.26416415,-13,20,3.375,0.5,7.116954522,6,6,0,6,6,6,92,226,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1366971,0,69715,4,0,107,43.16,35,26.80250735,0,76,20.28,16,18.66444749,0,91,11.56,0,19.4300386,0,96,40.52,35,23.32915772,-75,76,8.72,1,30.27675016,31,31,0,31,31,3,569,55,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11
3680277,72983,126847,9,0,297,68.5625,58,60.37794377,0,106,28.9375,16.5,27.87240739,0,201,29.65625,3.5,43.39182626,0,269,65.65625,57,54.52270707,-134,106,-0.71875,-1.5,56.16284046,59,6,53,59,-47,25,54,11,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
416317,0,31390,26,0,39,2.811594203,1,5.094115282,0,26,1.84057971,1,3.657920485,0,13,0.826086957,0,2.070892279,0,39,2.710144928,1,5.067948301,-5,13,1.014492754,0,3.0621237,2,2,0,2,2,5,154,1,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
4196949,3849,39394,17,0,88,16.38461538,6,23.27936842,0,88,11.96153846,4.5,20.03550842,0,53,4.192307692,0,11.04194531,0,88,16.15384615,6,22.96601554,-30,88,7.769230769,4,22.34055934,7,7,0,7,7,8,0,2,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2075758,57,17605,9,1,53,11.88888889,6,15.33655361,1,53,11.77777778,6,15.32447409,0,1,0.111111111,0,0.314269681,1,53,11.88888889,6,15.33655361,1,53,11.66666667,6,15.31883372,6,6,0,6,6,22,143,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1810381,0,173143,42,25,2193,528.7,458.5,592.2472541,7,2193,521.3,458.5,598.2270556,0,74,7.4,0,22.2,25,2193,528,458.5,592.7798917,-67,2193,513.9,458.5,604.9628832,302,302,0,302,302,6,111,154,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,127
1045111,0,34768,16,0,510,17.89090909,2,81.85012306,0,247,6.981818182,1,33.76361189,0,310,8.436363636,0,43.4614829,0,427,16.2,2,72.64819337,-246,140,-1.454545455,0,38.23412002,4,4,0,4,4,5,0,234,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58306,0,1734,16,2,16,6.75,4.5,5.448623679,2,5,3.5,3.5,1.118033989,0,13,3.25,0,5.629165125,2,14,6.25,4.5,4.60298816,-10,5,0.25,3,6.015604708,2,2,0,2,2,15,238,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6142736,0,806252,20,0,2145,276.9611111,190,286.6058339,0,1931,170.6611111,109.5,227.4279657,0,805,66.17777778,0,127.0714653,0,1931,267.6388889,186.5,267.7545054,-558,1931,104.4833333,71.5,272.664374,174,174,0,174,174,21,208,26,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6
1052465,0,38745,38,37,89,59.5,56,21.51162476,3,89,51,56,32.58834147,0,15,3.75,0,6.495190528,32,89,58.25,56,22.88421945,-12,89,47.25,56,38.26470306,37,3,15,32,-12,58,91,2,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
879585,11,49540,9,0,667,118.2222222,54,164.2909193,0,667,111.2592593,37,167.6518864,0,52,5.296296296,0,14.75432094,0,667,118.037037,54,164.3551893,-50,667,105.962963,37,171.6931978,6,6,0,6,6,22,118,16,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4290409,11,131422,9,0,937,126.3809524,64,167.5056435,0,937,110.3809524,47,169.5401276,0,82,11.71428571,0,24.8164235,0,937,124.7777778,64,166.8954092,-67,937,98.66666667,45,177.0853977,103,103,0,103,103,23,123,59,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25
57916,0,4150,80,0,30,11.88888889,11,9.870769918,0,26,9.222222222,9,7.597920443,0,24,2.666666667,0,7.542472333,0,29,11.77777778,11,9.669858988,-18,26,6.555555556,9,11.48052565,11,11,0,11,11,9,18,51,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
20789,0,735,36,0,4,1.0625,0,1.390537216,0,2,0.5,0,0.790569415,0,3,0.5,0,1.060660172,0,4,1.0625,0,1.390537216,-3,2,0,0,1.369306394,0,0,0,0,0,12,44,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
416317,0,31390,26,0,39,2.811594203,1,5.094115282,0,26,1.84057971,1,3.657920485,0,13,0.826086957,0,2.070892279,0,39,2.710144928,1,5.067948301,-5,13,1.014492754,0,3.0621237,12,12,0,12,12,9,98,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1804989,0,92221,18,3,1633,235.5652174,111,369.2017036,3,1633,192.6521739,68,353.2001045,0,145,17.47826087,0,45.21818561,3,1633,230.7391304,111,363.3889062,-97,1633,175.173913,48,361.4430802,1633,1633,0,1633,1633,17,21,537,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,361
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,28,12,16,28,-4,25,74,16,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1209904,62,106641,24,13,392,202.5,202.5,189.5,13,392,202.5,202.5,189.5,0,0,0,0,0,13,392,202.5,202.5,189.5,13,392,202.5,202.5,189.5,392,392,0,392,392,11,122,69,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100
2307536,0,56506,52,0,68,11.11594203,6,14.6846427,0,61,7.246376812,4,10.89795327,0,34,2.768115942,0,6.687962207,0,61,10.68115942,5,13.99119056,-23,61,4.47826087,2,12.72519889,2,1,1,1,0,45,57,189,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
336937,0,4151,5,0,34,17.25,17.5,12.87196566,0,34,11.75,6.5,13.49768499,0,22,5.5,0,9.526279442,0,34,16.75,16.5,12.63675196,-20,34,6.25,5.5,19.49839737,34,34,0,34,34,20,0,86,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
102175,0,11857,36,0,8,2.178571429,2,1.871851097,0,5,0.821428571,0.5,1.054025326,0,8,1.107142857,0,1.819326518,0,8,2.160714286,2,1.839805752,-8,5,-0.285714286,0,2.343031352,3,0,1,3,-1,55,69,33,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
948263,0,69638,9,0,189,25.32352941,10.5,39.53756262,0,149,16.52941176,4.5,30.53757116,0,82,5.5,0,15.69048044,0,183,24.79411765,10.5,38.66810466,-38,149,11.02941176,4,28.73457161,12,12,0,12,12,23,211,12,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
429905,45,120472,4,0,1833,207.5054945,53,362.8380916,0,1833,139.6043956,38,266.5205136,0,1097,63.7032967,0,196.6077422,0,1833,198.989011,53,343.1841045,-750,1833,75.9010989,22,298.5812995,9,9,0,9,9,1,590,66,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7
1957593,0,105153,26,0,332,16.11267606,4,46.68942918,0,332,10.43661972,2,39.3391653,0,45,2.985915493,0,6.533754087,0,332,15.29577465,4,44.01260843,-29,332,7.450704225,0,40.25719732,10,0,10,10,-10,40,2,34,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40920952,42563,752318,29,0,384,145.2727273,136,104.5119314,0,384,104.2727273,65,120.7236445,0,107,35.90909091,0,45.28586885,0,384,142.6363636,122,105.0474116,-76,384,68.36363636,0,146.5774835,384,384,0,384,384,18,212,136,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,60
452776,0,15081,37,0,31,11.66666667,9,10.33870828,0,31,7.666666667,2.5,10.71862346,0,10,3,0,4.281744193,0,31,11,8.5,10.11599394,-8,31,4.666666667,1.5,12.93144316,0,0,0,0,0,0,180,298,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,120
4913787,60,158828,9,0,802,118.2285714,83,175.0526591,0,802,106.3714286,75,171.1064974,0,236,10.91428571,0,41.16334807,0,802,117.8571429,80,174.9047321,-94,802,95.45714286,65,176.3837283,65,65,0,65,65,6,203,268,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,46
28325843,1,571967,61,0,493,124.7368421,87,117.5165574,0,341,93.94736842,68.5,94.0260175,0,281,26.05263158,0,62.52113216,0,484,121.8684211,87,116.1476309,-148,341,67.89473684,67,106.6942976,146,146,0,146,146,22,156,1468,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27
19495443,0,2125272,4,0,1005,502.5,502.5,502.5,0,420,210,210,210,0,585,292.5,292.5,292.5,0,985,492.5,492.5,492.5,-165,0,-82.5,-82.5,82.5,1005,420,585,985,-165,27,109,689,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,87
319720,65,11739,4,0,72,2.045977011,0,8.914547127,0,55,1.609195402,0,7.451538947,0,17,0.436781609,0,1.91606127,0,71,2,0,8.823948604,-3,44,1.172413793,0,6.238933921,2,0,2,2,-2,40,12,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
441554,0,60660,4,24,218,86.75,76.5,56.65851657,24,218,86.75,76.5,56.65851657,0,0,0,0,0,24,218,86.75,76.5,56.65851657,24,218,86.75,76.5,56.65851657,72,72,0,72,72,14,143,34,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8
20789,0,735,36,0,4,1.0625,0,1.390537216,0,2,0.5,0,0.790569415,0,3,0.5,0,1.060660172,0,4,1.0625,0,1.390537216,-3,2,0,0,1.369306394,0,0,0,0,0,11,52,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1490561,0,150433,38,0,2730,139.3235294,49,358.4493336,0,1080,104.8529412,39.5,195.2405955,0,1810,33.61764706,0,218.983751,0,2466,134.2941176,48,330.6171617,-890,1080,71.23529412,37,208.7042037,77,77,0,77,77,5,27,38,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20
1552629,0,64641,9,27,120,58.14285714,48,28.58285486,3,120,51.71428571,47,34.57378977,0,32,4.571428571,0,11.1976674,27,120,57.71428571,47,28.75370429,-29,120,47.14285714,47,42.02525965,27,27,0,27,27,5,90,39,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27
2239009,51619,87722,9,0,168,58.875,39.5,52.97508259,0,168,55.25,33.5,55.15980572,0,49,3.625,0,11.35712882,0,168,58.79166667,38.5,53.01098877,-45,168,51.625,33.5,59.47115022,13,6,7,13,-1,31,276,32,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4716837,0,490422,5,0,1128,81.87850467,30,164.5934504,0,616,53.29906542,24,87.86153241,0,837,25.8317757,0,114.1808277,0,1083,79.17757009,30,155.5586744,-615,616,27.46728972,10,122.8442002,45,25,20,45,5,25,0,402,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
599762,0,277547,20,0,1154,78.28571429,33,144.4046409,0,1154,54.08270677,12,140.8670276,0,224,16.68421053,0,37.12575022,0,1154,76.45112782,31,143.4061725,-135,1154,37.39849624,7,148.6298799,1,1,0,1,1,12,220,1,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21000064,17,638088,24,729,858,799.3333333,811,53.30624312,96,729,369,282,265.6426171,0,576,306.3333333,343,236.576039,687,798,738,729,45.76024475,-294,729,62.66666667,-247,471.5593517,858,282,576,798,-294,33,257,565,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,133
406403,0,23785,17,0,19,6.444444444,3,6.767752148,0,9,2.555555556,3,2.586765939,0,16,3.555555556,0,5.964918014,0,19,6,3,6.480740698,-13,9,-1,0,6.699917081,19,3,16,19,-13,39,220,4,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
